ID	lineage	domain	phylum	class	order	family	genus	species
A0A101WLZ4	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Desulfitobacteriaceae	g__Desulfosporosinus	s__
A0A2N6G1M0	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Arcobacteraceae	g__Arcobacter	s__
G2FN65	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Desulfitobacteriaceae	g__Desulfosporosinus	s__
A0A2N1HHM4	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Colwellia;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Colwelliaceae	g__Colwellia	s__
A0A1C3RK27	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Terasakiellaceae;g__Terasakiella;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Terasakiellaceae	g__Terasakiella	s__
A0A0A8H0R3	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacterinsulaenigrae	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	s__Campylobacterinsulaenigrae
A0A7J4ZPZ9	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Oryzomonas;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Oryzomonas	s__
A0A7W3X2N2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Shewanellaceae	g__Shewanella	s__
A0A2M7TAK3	d__Bacteria;p__Actinomycetota;c__CandidatusAquicultoria;o__CandidatusAquicultorales;f__CandidatusAquicultoraceae;g__CandidatusAquicultor;s__	d__Bacteria	p__Actinomycetota	c__CandidatusAquicultoria	o__CandidatusAquicultorales	f__CandidatusAquicultoraceae	g__CandidatusAquicultor	s__
A0A2H0M4E3	d__Bacteria;p__CandidatusOmnitrophota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusOmnitrophota	c__	o__	f__	g__	s__
A0A2H0M2M0	d__Bacteria;p__CandidatusOmnitrophota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusOmnitrophota	c__	o__	f__	g__	s__
M0DEL0	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halogeometricum;s__Halogeometricumpallidum	d__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halogeometricum	s__Halogeometricumpallidum
A0A202DG65	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea	p__	c__	o__	f__	g__	s__
A0A2H9LD64	d__Archaea;p__CandidatusDiapherotrites;c__;o__;f__;g__;s__	d__Archaea	p__CandidatusDiapherotrites	c__	o__	f__	g__	s__
A0A7J3CTY0	d__Archaea;p__CandidatusMicrarchaeota;c__;o__;f__;g__;s__	d__Archaea	p__CandidatusMicrarchaeota	c__	o__	f__	g__	s__
A0A2V2N6Z5	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__	d__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanospirillaceae	g__Methanospirillum	s__
A0A2R6DFA3	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__;g__;s__	d__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__	g__	s__
A0A7V8DI77	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__	d__Bacteria	p__Nitrospirota	c__	o__	f__	g__	s__
A0A2M7R0R5	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__	d__Bacteria	p__Nitrospirota	c__	o__	f__	g__	s__
F3LC63	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__	g__	s__
A0A7V4QCZ3	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__;g__;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__	g__	s__
A0A1G1GI98	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__	d__Bacteria	p__Nitrospirota	c__	o__	f__	g__	s__
A0A7G1H2K6	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Dissulfurispiraceae;g__Dissulfurispira;s__	d__Bacteria	p__Nitrospirota	c__Thermodesulfovibrionia	o__Thermodesulfovibrionales	f__Dissulfurispiraceae	g__Dissulfurispira	s__
A0A2W4HVI4	d__Bacteria;p__CandidatusMargulisiibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusMargulisiibacteriota	c__	o__	f__	g__	s__
A0A0G0QCG4	d__Bacteria;p__CandidatusPeregrinibacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusPeregrinibacteria	c__	o__	f__	g__	s__
A0A7X8A9T3	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__	s__
A0A3N5N8K8	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__	s__
A0A7C5G2G5	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Treponemataceae	g__Treponema	s__
A0A2D3W0G1	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Sulfurospirillaceae	g__Sulfurospirillum	s__
A0A522LT75	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
A0A1C0A9A6	d__Bacteria;p__Bacillota;c__Clostridia;o__Halanaerobiales;f__Halobacteroidaceae;g__Orenia;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Halanaerobiales	f__Halobacteroidaceae	g__Orenia	s__
A0A2N1UKS4	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__;f__;g__;s__	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__	f__	g__	s__
A0A7C3C2P9	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Sulfurimonas	s__
A0A1G3Y0I5	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Thermodesulfovibrionaceae;g__Thermodesulfovibrio;s__	d__Bacteria	p__Nitrospirota	c__Thermodesulfovibrionia	o__Thermodesulfovibrionales	f__Thermodesulfovibrionaceae	g__Thermodesulfovibrio	s__
A0A840UJ84	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Pectinatus;s__	d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Pectinatus	s__
A0A847AXW4	d__Bacteria;p__Elusimicrobiota;c__;o__;f__;g__;s__	d__Bacteria	p__Elusimicrobiota	c__	o__	f__	g__	s__
A0A523C3P9	d__Bacteria;p__Bacillota;c__Clostridia;o__;f__;g__;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__	f__	g__	s__
Q080F6	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanellafrigidimarina	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Shewanellaceae	g__Shewanella	s__Shewanellafrigidimarina
A0A2U3QJ26	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__CandidatusSulfobium;s__	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__CandidatusSulfobium	s__
A0A497A8J7	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
A0A0G0BF94	d__Bacteria;p__CandidatusPeregrinibacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusPeregrinibacteria	c__	o__	f__	g__	s__
A0A419G9K7	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Peptococcaceae	g__	s__
A0A3P3RMK0	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halomarina;s__	d__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__
A0A2G9PS92	d__Archaea;p__CandidatusMicrarchaeota;c__;o__;f__;g__;s__	d__Archaea	p__CandidatusMicrarchaeota	c__	o__	f__	g__	s__
A0A1V4ZYH0	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	d__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__Methanoregula	s__
A0A6F9X1Q4	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__
A0A4S1CBK7	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geomonas;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geomonas	s__
A0A524HAY8	d__Bacteria;p__Planctomycetota;c__CandidatusBrocadiia;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__CandidatusBrocadiia	o__	f__	g__	s__
C6E762	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__
A0A1G1FIE4	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__	d__Bacteria	p__Nitrospirota	c__	o__	f__	g__	s__
E0UUW8	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonasautotrophica	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Sulfurimonas	s__Sulfurimonasautotrophica
A0A4R1R2Y3	d__Bacteria;p__Bacillota;c__;o__;f__;g__Hydrogenispora;s__	d__Bacteria	p__Bacillota	c__	o__	f__	g__Hydrogenispora	s__
A0A2N2F7S1	d__Bacteria;p__;c__Deltaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__	c__Deltaproteobacteria	o__	f__	g__	s__
A0A1F9Q578	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Desulfuromonadales;f__;g__;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__	g__	s__
A0A1G1R575	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__
A0A6V8N1P4	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geomonas;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geomonas	s__
Q39YB2	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobactermetallireducens	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__Geobactermetallireducens
A0A0F2PSD3	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Peptococcaceae	g__	s__
I9DAQ1	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Pelosinus;s__Pelosinusfermentans	d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Sporomusaceae	g__Pelosinus	s__Pelosinusfermentans
A0A1M5FIJ4	d__Bacteria;p__Bacillota;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Caldanaerobius;s__Caldanaerobiusfijiensis	d__Bacteria	p__Bacillota	c__Clostridia	o__Thermoanaerobacterales	f__Thermoanaerobacteraceae	g__Caldanaerobius	s__Caldanaerobiusfijiensis
A0A4R1QR77	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Thermolongibacillus;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Thermolongibacillus	s__
A0A7C1ETJ8	d__Bacteria;p__Pseudomonadota;c__;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__	o__	f__	g__	s__
A0A498R869	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Lucifera;s__	d__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Lucifera	s__
A0A0G0GPZ6	d__Bacteria;p__CandidatusMagasanikiibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusMagasanikiibacteriota	c__	o__	f__	g__	s__
B7GJR1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus;s__Anoxybacillusflavithermus	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Anoxybacillus	s__Anoxybacillusflavithermus
A0A545UCL3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Pleioneaceae;g__Aliikangiella;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Pleioneaceae	g__Aliikangiella	s__
A0A0A8WLG5	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__
A0A6I2ST05	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__
A0A399I8U0	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__
A0A399IA53	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__
A0A0J1ICW8	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Peptococcaceae	g__	s__
A0A353GX76	d__Bacteria;p__Bacillota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacillota	c__	o__	f__	g__	s__
A0A1H7XDG0	d__Bacteria;p__Bacillota;c__Clostridia;o__Halanaerobiales;f__Halobacteroidaceae;g__CandidatusFrackibacter;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Halanaerobiales	f__Halobacteroidaceae	g__CandidatusFrackibacter	s__
A0A2R4MZJ3	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__ClostridialesFamilyXVI.IncertaeSedis;g__Carboxydocella;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__ClostridialesFamilyXVI.IncertaeSedis	g__Carboxydocella	s__
A0A1F7AVS2	d__Bacteria;p__CandidatusPeregrinibacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusPeregrinibacteria	c__	o__	f__	g__	s__
A1AMB6	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Pelobacter;s__Pelobacterpropionicus	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Desulfuromonadaceae	g__Pelobacter	s__Pelobacterpropionicus
A0A1G0N3F2	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__	s__
A0A7C8FD41	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Desulfuromonadales;f__;g__;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__	g__	s__
A0A1W1WR93	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Nautiliales;f__Nitratiruptoraceae;g__Nitratiruptor;s__Nitratiruptortergarcus	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Nautiliales	f__Nitratiruptoraceae	g__Nitratiruptor	s__Nitratiruptortergarcus
A0A1W1ZAJ7	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Sporomusa;s__	d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Sporomusaceae	g__Sporomusa	s__
A0A1H7BTH6	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Propionispira;s__	d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Propionispira	s__
A0A259U7M1	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Sporomusa;s__Sporomusaacidovorans	d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Sporomusaceae	g__Sporomusa	s__Sporomusaacidovorans
A0A1G2VSP5	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae;g__;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Desulfuromonadaceae	g__	s__
A0A101W1N2	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Gracilibacteraceae;g__Gracilibacter;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Gracilibacteraceae	g__Gracilibacter	s__
A0A7C7VNF7	d__Bacteria;p__Thermodesulfobacteriota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Thermodesulfobacteria	o__Thermodesulfobacteriales	f__Thermodesulfobacteriaceae	g__	s__
A0A840ULH6	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Pectinatus;s__	d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Pectinatus	s__
A0A840UB78	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Pectinatus;s__	d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Pectinatus	s__
A0A539EI72	d__Bacteria;p__Elusimicrobiota;c__;o__;f__;g__;s__	d__Bacteria	p__Elusimicrobiota	c__	o__	f__	g__	s__
A0A1T4PNB5	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Trichlorobacter;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Trichlorobacter	s__
A0A1G7HN09	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Sporolituus;s__Sporolituusthermophilus	d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Sporomusaceae	g__Sporolituus	s__Sporolituusthermophilus
A0A1G1G4K9	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__	d__Bacteria	p__Nitrospirota	c__	o__	f__	g__	s__
A0A259U6N9	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Sporomusa;s__Sporomusasilvacetica	d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Sporomusaceae	g__Sporomusa	s__Sporomusasilvacetica
A0A1F9DHJ3	d__Bacteria;p__;c__Deltaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__	c__Deltaproteobacteria	o__	f__	g__	s__
A0A3G9HII3	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__Hydrogenimonas;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Hydrogenimonadaceae	g__Hydrogenimonas	s__
A0A3S9SY09	d__Bacteria;p__Bacillota;c__Clostridia;o__Halanaerobiales;f__;g__Anoxybacter;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Halanaerobiales	f__	g__Anoxybacter	s__
A0A6I7M123	d__Bacteria;p__Zixiibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Zixiibacteriota	c__	o__	f__	g__	s__
D9QT16	d__Bacteria;p__Bacillota;c__Clostridia;o__Halanaerobiales;f__Halobacteroidaceae;g__Acetohalobium;s__Acetohalobiumarabaticum	d__Bacteria	p__Bacillota	c__Clostridia	o__Halanaerobiales	f__Halobacteroidaceae	g__Acetohalobium	s__Acetohalobiumarabaticum
A0A1Y0HJB8	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Sulfurospirillaceae	g__Sulfurospirillum	s__
A0A6V8N884	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geomonas;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geomonas	s__
A0A1F9A5U1	d__Bacteria;p__;c__Deltaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__	c__Deltaproteobacteria	o__	f__	g__	s__
A0A842WBL0	d__Archaea;p__CandidatusAltarchaeota;c__CandidatusAltiarchaeia;o__CandidatusAltarchaeales;f__;g__;s__	d__Archaea	p__CandidatusAltarchaeota	c__CandidatusAltiarchaeia	o__CandidatusAltarchaeales	f__	g__	s__
A0A842M9L1	d__Archaea;p__CandidatusMethanomethylicota;c__CandidatusMethanomethylicia;o__CandidatusMethanomethylicales;f__CandidatusMethanomethylicaceae;g__CandidatusMethanosuratincola;s__	d__Archaea	p__CandidatusMethanomethylicota	c__CandidatusMethanomethylicia	o__CandidatusMethanomethylicales	f__CandidatusMethanomethylicaceae	g__CandidatusMethanosuratincola	s__
A0A2G9PF01	d__Archaea;p__CandidatusMicrarchaeota;c__;o__;f__;g__;s__	d__Archaea	p__CandidatusMicrarchaeota	c__	o__	f__	g__	s__
A0A842ULF0	d__Archaea;p__CandidatusAltarchaeota;c__CandidatusAltiarchaeia;o__CandidatusAltarchaeales;f__;g__;s__	d__Archaea	p__CandidatusAltarchaeota	c__CandidatusAltiarchaeia	o__CandidatusAltarchaeales	f__	g__	s__
A0A662S285	d__Archaea;p__CandidatusKorarchaeota;c__;o__;f__;g__;s__	d__Archaea	p__CandidatusKorarchaeota	c__	o__	f__	g__	s__
A0A1J4UMT8	d__Archaea;p__CandidatusMicrarchaeota;c__;o__;f__;g__;s__	d__Archaea	p__CandidatusMicrarchaeota	c__	o__	f__	g__	s__
A0A2M7D125	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Sulfurimonas	s__
A0A285BFR9	d__Bacteria;p__Bacillota;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacterium;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Thermoanaerobacterales	f__Thermoanaerobacteraceae	g__Thermoanaerobacterium	s__
B6BLV1	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonasgotlandica	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Sulfurimonas	s__Sulfurimonasgotlandica
A0A432SFH2	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Sulfurimonas	s__
A0A5P8P2D1	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Sulfurimonas	s__
A0A1J4UZK6	d__Bacteria;p__CandidatusHydrogenedentota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusHydrogenedentota	c__	o__	f__	g__	s__
